núm_corre,año_ocu,día_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
383,2019,28,13,3,2,1,1,20,2005,99,3,69,5,9999,99,3
384,2019,28,0,1,1,1,1,11,1108,99,4,77,14,9999,99,1
385,2019,28,15,3,2,1,1,11,1106,99,5,31,99,9999,99,1
386,2019,28,18,4,3,1,1,11,1109,99,4,6,3,9999,99,6
387,2019,28,9,2,1,1,1,16,1602,99,3,69,6,1994,3,1
388,2019,28,17,3,2,1,1,15,1503,99,4,67,3,9999,99,6
389,2019,28,22,4,3,1,1,18,1805,99,6,40,6,9999,99,1
390,2019,29,22,4,3,1,2,1,101,1,99,999,99,9999,99,1
391,2019,29,22,4,3,1,2,1,101,1,1,28,2,2017,5,1
392,2019,29,13,3,2,1,2,1,101,18,12,999,99,9999,99,1
393,2019,29,21,4,3,1,2,1,101,10,1,8,3,2000,4,1
394,2019,29,10,2,1,1,2,1,101,12,3,999,2,9999,99,1
395,2019,29,9,2,1,1,2,1,115,99,12,30,8,9999,99,1
396,2019,29,7,2,1,1,2,1,115,99,4,6,3,2014,5,6
397,2019,29,19,4,3,1,2,22,2217,99,2,47,2,2000,4,1
398,2019,29,18,4,3,1,2,22,2205,99,1,69,10,9999,99,1
399,2019,29,20,4,3,1,2,22,2205,99,3,69,2,9999,99,6
400,2019,29,23,4,3,1,2,6,609,99,1,58,4,9999,99,2
401,2019,29,9,2,1,1,2,17,1704,99,99,48,1,9999,99,1
402,2019,30,4,1,1,1,3,1,101,1,4,76,3,9999,99,2
403,2019,30,17,3,2,1,3,1,101,1,1,27,4,9999,99,1
404,2019,30,11,2,1,1,3,1,101,18,3,69,1,1987,2,1
405,2019,30,21,4,3,1,3,1,101,5,1,52,4,2000,4,1
406,2019,30,5,1,1,1,3,21,2107,99,5,17,1,9999,99,3
407,2019,30,16,3,2,1,3,20,2011,99,3,69,1,9999,99,1
408,2019,30,13,3,2,1,3,8,808,99,3,999,9,9999,99,4
409,2019,30,16,3,2,1,3,17,1703,99,4,999,99,9999,99,1
410,2019,30,19,4,3,1,3,14,1406,99,12,30,1,1986,2,1
411,2019,30,18,4,3,1,3,4,401,99,11,10,2,2006,4,1
412,2019,31,22,4,3,1,4,1,101,18,4,6,3,9999,99,4
413,2019,31,2,1,1,1,4,1,117,99,4,77,5,9999,99,1
414,2019,31,6,2,1,1,4,1,117,99,4,168,2,2016,5,1
415,2019,31,7,2,1,1,4,1,115,99,4,67,99,2016,5,1
416,2019,31,13,3,2,1,4,1,115,99,4,6,3,9999,99,1
417,2019,31,2,1,1,1,4,1,108,99,4,6,5,9999,99,4
418,2019,31,22,4,3,1,4,1,108,99,2,27,4,2007,4,1
419,2019,31,16,3,2,1,4,22,2201,99,4,27,5,9999,99,4
420,2019,31,8,2,1,1,4,19,1903,99,4,999,99,9999,99,1
421,2019,31,23,4,3,1,4,5,509,99,4,6,1,9999,99,1
422,2019,31,5,1,1,1,4,5,501,99,6,17,2,9999,99,1
423,2019,31,18,4,3,1,4,9,920,99,9,69,6,2007,4,1
424,2019,31,14,3,2,1,4,8,805,99,2,69,8,2004,4,1
425,2019,31,7,2,1,1,4,16,1605,99,7,41,7,9999,99,3
426,2019,31,5,1,1,1,4,1,101,1,5,31,2,2007,4,1
427,2019,1,0,1,1,1,2,1,101,3,3,73,1,2018,5,5
428,2019,1,14,3,2,1,2,1,115,99,3,999,1,9999,99,5
429,2019,1,1,1,1,1,2,1,108,99,4,32,1,9999,99,5
430,2019,1,23,4,3,1,2,1,112,99,4,168,2,9999,99,5
431,2019,1,17,3,2,1,2,5,501,99,3,48,5,9999,99,5
432,2019,1,15,3,2,1,2,5,502,99,1,69,4,9999,99,5
433,2019,1,21,4,3,1,2,11,1102,99,3,31,1,9999,99,5
434,2019,1,21,4,3,1,2,9,909,99,1,999,99,9999,99,5
435,2019,1,16,3,2,1,2,9,919,99,1,999,99,9999,99,5
436,2019,1,2,1,1,1,2,17,1713,99,4,999,99,9999,99,5
437,2019,1,17,3,2,1,2,14,1413,99,4,67,1,9999,99,5
438,2019,1,21,4,3,1,2,7,704,99,1,69,10,2017,5,5
439,2019,2,1,1,1,1,3,1,102,99,99,999,99,9999,99,5
440,2019,2,13,3,2,1,3,9,901,99,4,54,6,9999,99,5
441,2019,3,17,3,2,1,4,1,101,13,4,2,7,2013,5,5
442,2019,3,18,4,3,1,4,1,101,7,4,2,4,9999,99,5
443,2019,3,19,4,3,1,4,1,115,99,4,25,1,2018,5,5
444,2019,3,11,2,1,1,4,19,1901,99,3,28,2,2009,4,5
445,2019,3,17,3,2,1,4,6,601,99,3,69,4,2017,5,5
446,2019,3,19,4,3,1,4,6,606,99,1,999,99,9999,99,5
447,2019,3,20,4,3,1,4,9,909,99,1,999,99,9999,99,5
448,2019,3,16,3,2,1,4,13,1301,99,4,27,3,9999,99,5
449,2019,3,18,4,3,1,4,15,1503,99,4,6,3,9999,99,5
450,2019,3,21,4,3,1,4,3,308,99,99,999,99,9999,99,5
451,2019,4,15,3,2,1,5,1,115,99,4,999,99,9999,99,5
452,2019,4,14,3,2,1,5,21,2101,99,4,54,1,9999,99,5
453,2019,4,15,3,2,1,5,18,1803,99,1,999,99,9999,99,5
454,2019,4,19,4,3,1,5,7,701,99,3,56,2,9999,99,5
455,2019,4,0,1,1,1,5,4,401,99,6,30,9,2000,4,5
456,2019,5,19,4,3,1,6,21,2101,99,8,21,4,1996,3,5
457,2019,5,20,4,3,1,6,18,1803,99,2,999,2,9999,99,5
458,2019,5,21,4,3,1,6,17,1711,99,4,67,99,9999,99,5
459,2019,6,12,3,2,1,7,8,801,99,14,6,99,2018,5,5
460,2019,6,10,2,1,1,7,20,2001,99,1,999,99,9999,99,5
461,2019,6,20,4,3,1,7,5,501,99,99,999,99,9999,99,5
462,2019,7,21,4,3,1,1,1,101,8,4,6,1,2014,5,5
463,2019,7,19,4,3,1,1,5,502,99,12,999,7,9999,99,5
464,2019,8,12,3,2,1,2,5,502,99,5,28,2,2012,5,5
465,2019,8,11,2,1,1,2,11,1103,99,5,28,2,2010,5,5
466,2019,8,16,3,2,1,2,1,101,5,4,64,5,2018,5,5
467,2019,8,19,4,3,1,2,16,1604,99,1,999,99,9999,99,5
468,2019,8,16,3,2,1,2,1,101,7,4,67,2,9999,99,5
469,2019,8,19,4,3,1,2,1,114,99,99,999,99,9999,99,5
470,2019,8,16,3,2,1,2,1,101,18,4,999,99,9999,99,5
471,2019,10,11,2,1,1,4,22,2206,99,4,32,1,9999,99,5
472,2019,10,19,4,3,1,4,5,502,99,1,69,1,1985,2,5
473,2019,10,6,2,1,1,4,5,501,99,1,52,4,9999,99,5
474,2019,10,19,4,3,1,4,16,1613,99,1,999,99,9999,99,5
475,2019,11,12,3,2,1,5,1,115,99,12,69,2,2003,4,5
476,2019,11,13,3,2,1,5,22,2201,99,3,17,99,1998,3,5
477,2019,11,20,4,3,1,5,11,1103,99,99,999,99,9999,99,5
478,2019,11,13,3,2,1,5,9,901,99,1,27,6,2002,4,5
479,2019,11,18,4,3,1,5,12,1201,99,14,6,1,9999,99,5
480,2019,11,5,1,1,1,5,4,409,99,5,999,99,9999,99,5
481,2019,12,16,3,2,1,6,1,101,9,4,168,10,2018,5,5
482,2019,12,18,4,3,1,6,22,2201,99,1,999,99,9999,99,5
483,2019,12,10,2,1,1,6,22,2201,99,12,30,99,9999,99,5
484,2019,12,18,4,3,1,6,20,2001,99,3,999,2,9999,99,5
485,2019,12,17,3,2,1,6,10,1002,99,4,72,3,2006,4,5
486,2019,12,12,3,2,1,6,7,701,99,5,52,2,9999,99,5
487,2019,12,21,4,3,1,6,4,416,99,1,999,99,9999,99,5
488,2019,13,11,2,1,1,7,1,101,6,4,64,5,2019,5,5
489,2019,13,8,2,1,1,7,1,101,11,12,999,1,9999,99,5
490,2019,13,19,4,3,1,7,6,602,99,4,67,2,1975,1,5
491,2019,13,0,1,1,1,7,12,1201,99,4,27,5,9999,99,5
492,2019,13,22,4,3,1,7,17,1707,99,99,999,99,9999,99,5
493,2019,13,7,2,1,1,7,7,704,99,99,999,99,9999,99,5
494,2019,13,19,4,3,1,7,4,401,99,99,999,99,9999,99,5
495,2019,14,17,3,2,1,1,1,101,12,4,67,3,9999,99,5
496,2019,14,15,3,2,1,1,16,1602,99,2,17,3,9999,99,5
497,2019,14,19,4,3,1,1,14,1406,99,1,27,10,1992,3,5
498,2019,15,16,3,2,1,2,1,101,1,12,7,1,1991,3,5
499,2019,15,18,4,3,1,2,1,101,1,1,999,11,9999,99,5
500,2019,15,20,4,3,1,2,1,108,99,99,999,99,9999,99,5
501,2019,15,9,2,1,1,2,19,1901,99,1,999,99,9999,99,5
502,2019,15,13,3,2,1,2,16,1616,99,9,56,3,2009,4,5
503,2019,15,13,3,2,1,2,16,1616,99,4,999,99,9999,99,5
504,2019,15,3,1,1,1,2,14,1420,99,1,999,99,9999,99,5
505,2019,15,18,4,3,1,2,4,401,99,99,999,99,9999,99,5
506,2019,16,11,2,1,1,3,1,107,99,4,64,5,9999,99,5
507,2019,16,7,2,1,1,3,21,2101,99,1,999,99,9999,99,5
508,2019,16,1,1,1,1,3,9,901,99,1,999,99,9999,99,5
509,2019,17,19,4,3,1,4,1,101,1,4,27,3,9999,99,5
510,2019,17,6,2,1,1,4,1,101,12,5,41,2,2016,5,5
511,2019,18,23,4,3,1,5,1,101,9,1,999,99,9999,99,5
512,2019,18,17,3,2,1,5,1,101,6,1,999,99,9999,99,5
513,2019,18,11,2,1,1,5,1,108,99,2,48,9,2007,4,5
514,2019,18,15,3,2,1,5,22,2201,99,1,69,4,2004,4,5
515,2019,18,22,4,3,1,5,5,507,99,6,19,7,9999,99,5
516,2019,18,1,1,1,1,5,11,1101,99,1,999,99,9999,99,5
517,2019,18,11,2,1,1,5,16,1609,99,1,67,4,2017,5,5
518,2019,18,11,2,1,1,5,14,1420,99,1,999,5,9999,99,5
519,2019,19,19,4,3,1,6,10,1001,99,3,69,5,9999,99,5
520,2019,19,20,4,3,1,6,16,1615,99,4,2,3,9999,99,5
521,2019,19,15,3,2,1,6,1,101,7,4,999,99,9999,99,5
522,2019,19,23,4,3,1,6,10,1010,99,1,69,11,9999,99,5
523,2019,20,2,1,1,1,7,1,101,7,1,999,99,9999,99,5
524,2019,20,18,4,3,1,7,2,204,99,3,91,2,2005,4,5
525,2019,20,22,4,3,1,7,7,701,99,3,69,3,1988,2,5
526,2019,20,11,2,1,1,7,18,1804,99,11,56,2,9999,99,5
527,2019,21,13,3,2,1,1,1,101,9,12,50,1,9999,99,5
528,2019,21,10,2,1,1,1,1,101,13,4,3,1,2017,5,5
529,2019,21,7,2,1,1,1,1,115,99,1,28,2,9999,99,5
530,2019,21,6,2,1,1,1,1,101,6,1,48,4,9999,99,5
531,2019,21,5,1,1,1,1,1,101,9,1,999,99,9999,99,5
532,2019,21,12,3,2,1,1,1,101,5,3,999,99,9999,99,5
533,2019,22,21,4,3,1,2,19,1901,99,4,67,5,2014,5,5
534,2019,22,22,4,3,1,2,4,416,99,2,52,2,9999,99,5
535,2019,22,20,4,3,1,2,16,1609,99,99,999,99,9999,99,5
536,2019,22,20,4,3,1,2,20,2008,99,4,999,99,9999,99,5
537,2019,23,12,3,2,1,3,1,101,6,4,32,1,9999,99,5
538,2019,23,10,2,1,1,3,1,101,19,2,48,4,2010,5,5
539,2019,23,6,2,1,1,3,5,501,99,1,999,10,9999,99,5
540,2019,23,20,4,3,1,3,2,201,99,14,6,1,9999,99,5
541,2019,23,8,2,1,1,3,4,409,99,99,999,2,9999,99,5
542,2019,24,20,4,3,1,4,1,101,18,12,50,3,9999,99,5
543,2019,24,22,4,3,1,4,1,107,99,99,999,99,9999,99,5
544,2019,24,8,2,1,1,4,14,1402,99,1,999,99,9999,99,5
545,2019,25,16,3,2,1,5,1,101,3,5,999,99,9999,99,5
546,2019,25,20,4,3,1,5,1,101,18,4,20,3,2015,5,5
547,2019,25,21,4,3,1,5,1,101,12,1,69,5,9999,99,5
548,2019,25,21,4,3,1,5,1,115,99,4,67,5,9999,99,5
549,2019,25,8,2,1,1,5,1,101,7,4,3,5,9999,99,5
550,2019,25,9,2,1,1,5,1,115,99,12,999,99,9999,99,5
551,2019,25,8,2,1,1,5,1,108,99,4,27,6,9999,99,5
552,2019,25,12,3,2,1,5,5,511,99,4,27,5,2014,5,5
553,2019,25,14,3,2,1,5,16,1610,99,4,27,5,9999,99,5
554,2019,25,5,1,1,1,5,2,201,99,1,999,99,9999,99,5
555,2019,25,3,1,1,1,5,3,308,99,99,999,99,9999,99,5
556,2019,26,15,3,2,1,6,1,101,5,4,999,3,9999,99,5
557,2019,26,22,4,3,1,6,1,101,12,99,999,99,9999,99,5
558,2019,26,15,3,2,1,6,6,609,99,1,8,4,9999,99,5
559,2019,26,18,4,3,1,6,13,1304,99,2,69,6,1992,3,5
560,2019,26,23,4,3,1,6,18,1801,99,99,999,99,9999,99,5
561,2019,26,20,4,3,1,6,4,401,99,99,999,1,9999,99,5
562,2019,26,19,4,3,1,6,4,409,99,14,999,1,9999,99,5
563,2019,26,19,4,3,1,6,4,401,99,1,999,4,9999,99,5
564,2019,26,19,4,3,1,6,3,303,99,4,64,1,2015,5,5
565,2019,26,17,3,2,1,6,3,309,99,12,999,99,9999,99,5
566,2019,27,23,4,3,1,7,1,101,3,1,27,4,9999,99,5
567,2019,27,2,1,1,1,7,1,105,99,4,190,6,2019,5,5
568,2019,27,8,2,1,1,7,1,101,7,1,999,99,9999,99,5
569,2019,27,19,4,3,1,7,1,101,7,1,999,99,9999,99,5
570,2019,27,19,4,3,1,7,6,606,99,1,48,1,1991,3,5
571,2019,27,16,3,2,1,7,11,1102,99,4,2,99,2017,5,5
572,2019,27,5,1,1,1,7,12,1216,99,1,999,99,9999,99,5
573,2019,27,2,1,1,1,7,2,201,99,1,999,99,9999,99,5
574,2019,28,17,3,2,1,1,1,113,99,4,27,4,9999,99,5
575,2019,28,14,3,2,1,1,1,115,99,4,6,5,2018,5,5
576,2019,28,19,4,3,1,1,5,504,99,6,999,99,9999,99,5
577,2019,28,21,4,3,1,1,14,1408,99,99,999,99,9999,99,5
578,2019,28,11,2,1,1,1,7,719,99,99,999,99,9999,99,5
579,2019,29,23,4,3,1,2,1,115,99,99,999,99,9999,99,5
580,2019,29,15,3,2,1,2,1,108,99,4,67,5,2017,5,5
581,2019,29,20,4,3,1,2,22,2216,99,4,54,5,2006,4,5
582,2019,29,22,4,3,1,2,19,1904,99,4,18,2,9999,99,5
583,2019,30,14,3,2,1,3,1,101,6,1,27,4,2004,4,5
584,2019,30,15,3,2,1,3,1,101,10,1,69,4,2007,4,5
585,2019,30,8,2,1,1,3,1,101,7,1,69,6,2001,4,5
586,2019,30,15,3,2,1,3,16,1603,99,2,69,4,2008,4,5
587,2019,30,19,4,3,1,3,3,307,99,1,999,99,9999,99,5
588,2019,31,6,2,1,1,4,1,114,99,4,64,1,9999,99,5
589,2019,31,12,3,2,1,4,1,101,25,2,69,2,1995,3,5
590,2019,1,1,1,1,2,5,1,101,12,4,27,5,9999,99,6
591,2019,1,12,3,2,2,5,1,101,18,1,48,4,2007,4,1
592,2019,1,13,3,2,2,5,10,1007,99,4,999,5,9999,99,1
593,2019,1,19,4,3,2,5,12,1222,99,3,69,99,9999,99,3
594,2019,1,16,3,2,2,5,2,207,99,5,30,2,2009,4,1
595,2019,1,21,4,3,2,5,17,1705,99,4,27,14,9999,99,2
596,2019,1,19,4,3,2,5,19,1903,99,5,26,2,9999,99,1
597,2019,1,17,3,2,2,5,19,1902,99,1,21,6,9999,99,2
598,2019,1,19,4,3,2,5,20,2007,99,4,67,1,9999,99,1
599,2019,1,18,4,3,2,5,1,101,1,1,69,4,9999,99,1
600,2019,1,22,4,3,2,5,1,101,2,1,69,4,9999,99,1
601,2019,1,23,4,3,2,5,9,920,99,1,48,1,9999,99,1
602,2019,1,17,3,2,2,5,6,609,99,4,999,99,9999,99,6
603,2019,1,7,2,1,2,5,1,103,99,1,999,99,9999,99,1
604,2019,1,4,1,1,2,5,2,201,99,4,3,3,9999,99,6
605,2019,2,0,1,1,2,6,1,101,9,1,69,4,2008,4,1
606,2019,2,3,1,1,2,6,1,101,3,1,56,2,2008,4,1
607,2019,2,18,4,3,2,6,1,101,1,1,28,2,2008,4,1
608,2019,2,21,4,3,2,6,1,101,3,1,69,4,2008,4,1
609,2019,2,9,2,1,2,6,1,105,99,12,30,6,1989,2,1
610,2019,2,7,2,1,2,6,1,106,99,3,69,99,9999,99,1
611,2019,2,13,3,2,2,6,1,101,7,1,56,4,2015,5,1
612,2019,2,1,1,1,2,6,1,115,99,1,27,4,2003,4,1
613,2019,2,4,1,1,2,6,1,115,99,6,999,99,9999,99,1
614,2019,2,15,3,2,2,6,1,115,99,1,999,99,9999,99,3
615,2019,2,3,1,1,2,6,1,108,99,1,27,5,2008,4,2
616,2019,2,8,2,1,2,6,22,2205,99,1,69,4,2007,4,1
617,2019,2,19,4,3,2,6,19,1903,99,2,27,3,1998,3,1
618,2019,2,11,2,1,2,6,19,1903,99,4,999,99,9999,99,6
619,2019,2,18,4,3,2,6,19,1906,99,4,999,99,9999,99,6
620,2019,2,12,3,2,2,6,5,502,99,4,6,3,9999,99,2
621,2019,2,17,3,2,2,6,6,601,99,3,69,10,1981,2,2
622,2019,2,1,1,1,2,6,11,1102,99,4,67,1,2012,5,1
623,2019,2,9,2,1,2,6,2,203,99,1,999,99,9999,99,1
624,2019,2,21,4,3,2,6,17,1701,99,1,27,3,9999,99,1
625,2019,2,18,4,3,2,6,17,1705,99,3,69,4,9999,99,1
626,2019,2,16,3,2,2,6,17,1705,99,14,999,99,9999,99,1
627,2019,2,18,4,3,2,6,4,401,99,6,999,1,9999,99,1
628,2019,2,23,4,3,2,6,1,101,12,3,31,11,9999,99,1
629,2019,2,20,4,3,2,6,16,1609,99,3,69,99,9999,99,1
630,2019,3,3,1,1,2,7,1,115,99,2,27,4,9999,99,2
631,2019,3,15,3,2,2,7,1,101,1,1,41,1,2003,4,1
632,2019,3,15,3,2,2,7,1,101,1,1,27,1,2007,4,1
633,2019,3,23,4,3,2,7,1,101,18,4,32,6,9999,99,1
634,2019,3,20,4,3,2,7,2,207,99,2,28,4,9999,99,1
635,2019,3,0,1,1,2,7,12,1215,99,1,69,4,1998,3,1
636,2019,3,17,3,2,2,7,22,2205,99,4,999,99,9999,99,6
637,2019,4,0,1,1,2,1,1,101,4,4,6,7,9999,99,6
638,2019,4,0,1,1,2,1,1,102,99,1,69,4,2012,5,1
639,2019,4,7,2,1,2,1,1,101,3,4,43,2,2015,5,1
640,2019,4,11,2,1,2,1,1,102,99,4,64,1,9999,99,1
641,2019,4,7,2,1,2,1,1,114,99,4,32,6,2017,5,1
642,2019,4,1,1,1,2,1,11,1101,99,4,6,5,9999,99,1
643,2019,4,23,4,3,2,1,1,108,99,3,69,99,2016,5,1
644,2019,4,8,2,1,2,1,1,108,99,5,50,1,9999,99,1
645,2019,4,21,4,3,2,1,1,116,99,2,34,99,9999,99,1
646,2019,4,23,4,3,2,1,1,116,99,1,27,4,9999,99,1
647,2019,4,14,3,2,2,1,10,1010,99,5,999,6,9999,99,1
648,2019,4,17,3,2,2,1,16,1613,99,1,41,99,9999,99,1
649,2019,4,0,1,1,2,1,5,502,99,4,999,99,9999,99,6
650,2019,4,13,3,2,2,1,5,501,99,4,999,99,9999,99,6
651,2019,5,6,2,1,2,2,1,101,12,4,999,99,9999,99,2
652,2019,5,7,2,1,2,2,1,101,1,2,28,11,2006,4,1
653,2019,5,11,2,1,2,2,1,101,5,1,69,3,2016,5,1
654,2019,5,11,2,1,2,2,5,502,99,5,19,5,2001,4,1
655,2019,5,13,3,2,2,2,3,303,99,1,27,8,9999,99,1
656,2019,5,19,4,3,2,2,1,101,5,1,56,9,1997,3,1
657,2019,6,22,4,3,2,3,1,101,3,2,999,2,9999,99,1
658,2019,6,18,4,3,2,3,1,101,3,1,999,99,9999,99,1
659,2019,6,20,4,3,2,3,1,107,99,4,18,1,2018,5,1
660,2019,6,22,4,3,2,3,1,101,5,1,69,4,2003,4,1
661,2019,6,10,2,1,2,3,1,101,12,1,999,99,9999,99,1
662,2019,6,21,4,3,2,3,1,101,11,4,6,5,9999,99,1
663,2019,6,21,4,3,2,3,1,101,12,5,30,2,9999,99,1
664,2019,6,16,3,2,2,3,22,2206,99,1,48,6,2001,4,1
665,2019,6,4,1,1,2,3,5,501,99,5,19,2,9999,99,1
666,2019,6,23,4,3,2,3,5,501,99,1,999,99,9999,99,1
667,2019,6,12,3,2,2,3,10,1001,99,7,30,6,9999,99,4
668,2019,6,14,3,2,2,3,13,1306,99,5,999,99,9999,99,4
669,2019,6,6,2,1,2,3,18,1804,99,6,19,3,2003,4,1
670,2019,6,16,3,2,2,3,4,409,99,5,999,3,9999,99,1
671,2019,6,16,3,2,2,3,3,303,99,5,28,2,9999,99,1
672,2019,7,4,1,1,2,4,1,101,2,5,48,4,2014,5,1
673,2019,7,18,4,3,2,4,1,101,9,4,6,5,9999,99,1
674,2019,7,23,4,3,2,4,1,110,99,1,28,2,9999,99,1
675,2019,7,20,4,3,2,4,20,2009,99,3,69,5,9999,99,1
676,2019,7,18,4,3,2,4,19,1909,99,3,56,2,2012,5,2
677,2019,7,16,3,2,2,4,5,513,99,4,76,5,2017,5,1
678,2019,7,16,3,2,2,4,10,1002,99,12,50,9,9999,99,1
679,2019,7,6,2,1,2,4,15,1508,99,5,19,5,9999,99,3
680,2019,7,22,4,3,2,4,15,1505,99,3,69,3,1988,2,2
681,2019,7,12,3,2,2,4,18,1801,99,6,19,2,2003,4,2
682,2019,8,2,1,1,2,5,1,101,1,1,69,1,9999,99,1
683,2019,8,9,2,1,2,5,1,101,3,1,48,4,2005,4,1
684,2019,8,17,3,2,2,5,1,101,6,4,999,99,9999,99,1
685,2019,8,23,4,3,2,5,1,101,10,1,74,2,2008,4,1
686,2019,8,12,3,2,2,5,1,101,13,2,52,9,1990,3,1
687,2019,8,17,3,2,2,5,1,101,5,2,34,4,2003,4,1
688,2019,8,4,1,1,2,5,1,101,11,1,28,2,9999,99,1
689,2019,8,6,2,1,2,5,1,115,99,4,20,5,2014,5,1
690,2019,8,21,4,3,2,5,1,114,99,1,27,9,2012,5,2
691,2019,8,5,1,1,2,5,1,108,99,3,69,4,2005,4,1
692,2019,8,21,4,3,2,5,1,101,19,1,10,4,9999,99,2
693,2019,8,17,3,2,2,5,19,1906,99,4,67,1,9999,99,1
694,2019,8,9,2,1,2,5,5,501,99,3,999,99,9999,99,3
695,2019,8,20,4,3,2,5,10,1021,99,4,999,99,9999,99,1
696,2019,8,12,3,2,2,5,9,901,99,4,32,2,9999,99,1
697,2019,8,20,4,3,2,5,13,1301,99,2,69,4,9999,99,1
698,2019,8,8,2,1,2,5,4,408,99,3,69,2,9999,99,3
699,2019,8,13,3,2,2,5,4,414,99,5,999,6,9999,99,1
700,2019,9,13,3,2,2,6,1,101,1,1,27,4,2009,4,1
701,2019,9,21,4,3,2,6,1,101,1,1,27,4,9999,99,1
702,2019,9,15,3,2,2,6,1,113,99,5,50,4,2006,4,1
703,2019,9,15,3,2,2,6,1,113,99,4,8,4,2012,5,1
704,2019,9,23,4,3,2,6,1,101,12,2,69,10,9999,99,1
705,2019,9,20,4,3,2,6,1,101,7,4,100,1,9999,99,6
706,2019,9,20,4,3,2,6,1,115,99,5,50,6,9999,99,1
707,2019,9,20,4,3,2,6,1,115,99,1,48,6,1995,3,1
708,2019,9,20,4,3,2,6,1,115,99,1,999,99,9999,99,1
709,2019,9,7,2,1,2,6,1,117,99,1,10,1,9999,99,1
710,2019,9,2,1,1,2,6,1,108,99,1,28,2,9999,99,2
711,2019,9,13,3,2,2,6,1,108,99,4,18,1,9999,99,1
712,2019,9,21,4,3,2,6,1,101,19,1,69,2,2000,4,1
713,2019,9,1,1,1,2,6,1,108,99,4,3,1,9999,99,6
714,2019,9,20,4,3,2,6,22,2215,99,6,999,99,9999,99,1
715,2019,9,22,4,3,2,6,20,2005,99,4,999,99,9999,99,6
716,2019,9,5,1,1,2,6,5,513,99,4,27,1,9999,99,6
717,2019,9,19,4,3,2,6,11,1106,99,4,999,99,9999,99,6
718,2019,9,1,1,1,2,6,13,1301,99,1,28,3,9999,99,3
719,2019,9,20,4,3,2,6,15,1501,99,3,999,1,9999,99,2
720,2019,9,20,4,3,2,6,15,1507,99,4,67,5,9999,99,2
721,2019,9,18,4,3,2,6,2,208,99,3,999,6,9999,99,1
722,2019,9,0,1,1,2,6,18,1801,99,2,27,5,9999,99,2
723,2019,9,9,2,1,2,6,17,1706,99,99,28,3,9999,99,3
724,2019,9,1,1,1,2,6,17,1714,99,1,999,99,9999,99,1
725,2019,9,21,4,3,2,6,4,406,99,2,28,2,9999,99,1
726,2019,9,11,2,1,2,6,4,401,99,22,190,1,9999,99,1
727,2019,9,17,3,2,2,6,4,401,99,12,17,6,9999,99,1
728,2019,9,19,4,3,2,6,4,401,99,4,999,1,9999,99,6
729,2019,9,12,3,2,2,6,3,308,99,9,69,2,9999,99,1
730,2019,9,15,3,2,2,6,3,303,99,3,69,5,2017,5,1
731,2019,10,17,3,2,2,7,1,101,1,2,52,1,2014,5,1
732,2019,10,16,3,2,2,7,1,101,1,3,28,4,9999,99,1
733,2019,10,0,1,1,2,7,1,101,6,1,48,5,9999,99,1
734,2019,10,17,3,2,2,7,1,106,99,1,999,99,9999,99,2
735,2019,10,0,1,1,2,7,1,101,12,12,7,1,9999,99,2
736,2019,10,23,4,3,2,7,1,101,7,4,999,99,9999,99,2
737,2019,10,13,3,2,2,7,1,108,99,6,40,2,9999,99,1
738,2019,10,7,2,1,2,7,22,2214,99,3,69,1,9999,99,3
739,2019,10,19,4,3,2,7,20,2001,99,3,999,99,9999,99,3
740,2019,10,21,4,3,2,7,5,506,99,4,999,99,9999,99,1
741,2019,10,18,4,3,2,7,5,501,99,4,32,5,9999,99,6
742,2019,10,11,2,1,2,7,5,509,99,18,999,99,9999,99,1
743,2019,10,2,1,1,2,7,9,901,99,4,32,5,9999,99,1
744,2019,10,0,1,1,2,7,12,1201,99,1,69,2,9999,99,1
745,2019,10,10,2,1,2,7,15,1503,99,4,27,5,9999,99,1
746,2019,10,4,1,1,2,7,18,1804,99,4,27,5,9999,99,6
747,2019,10,2,1,1,2,7,17,1703,99,9,69,2,9999,99,1
748,2019,10,0,1,1,2,7,17,1712,99,3,48,6,9999,99,1
749,2019,10,18,4,3,2,7,17,1709,99,5,19,5,9999,99,1
750,2019,11,13,3,2,2,1,1,101,1,1,28,2,9999,99,1
751,2019,11,19,4,3,2,1,1,101,1,1,48,6,2000,4,1
752,2019,11,21,4,3,2,1,1,108,99,4,999,1,2019,5,6
753,2019,11,1,1,1,2,1,20,2007,99,4,32,1,9999,99,6
754,2019,11,5,1,1,2,1,20,2011,99,4,999,1,2014,5,6
755,2019,11,0,1,1,2,1,5,504,99,6,92,9,2000,4,1
756,2019,11,13,3,2,2,1,6,606,99,1,69,2,2007,4,1
757,2019,11,22,4,3,2,1,10,1020,99,9,52,2,9999,99,1
758,2019,11,12,3,2,2,1,9,901,99,3,69,2,9999,99,1
759,2019,11,17,3,2,2,1,13,1303,99,1,69,4,9999,99,1
760,2019,11,0,1,1,2,1,2,201,99,4,76,3,9999,99,6
761,2019,11,8,2,1,2,1,14,1412,99,3,69,6,1987,2,2
762,2019,11,7,2,1,2,1,7,701,99,3,69,11,2009,4,3
763,2019,11,21,4,3,2,1,4,411,99,3,999,99,9999,99,1
764,2019,12,21,4,3,2,2,1,101,1,1,41,3,2017,5,1
